showid,name,type,rating,duration,description,hook_text,genre,release_year,release_date,mood_tag,actors,creator,director,audio,subtitles,tags,similar_titles_id,production_country
81257567,The Club,TVSeries,A,2 Seasons,"In cosmopolitan 1950s Istanbul, a mother with a troubled past works at a nightclub to reconnect with and help the rebellious daughter she couldn’t raise.",,Drama,2021,2021-11-5,Bittersweet;Intimate;Emotional,Gökçe Bahadır;Barış Arduç;Salih Bademci;Fırat Tanış;Metin Akdülger;Asude Kalebek;Ada Erma;Halil Babür;Serra Arıtürk;Suzan Kardeş;İştar Gökseven;Merve Şeyma Zengin;Sezer Arıçay;Doğanay Ünal;İlker Sami Kılıç,Zeynep Günay Tan,,,,TV Dramas;Turkish;Social Issue TV Dramas,81212136;81303889;81195432;81590491;81354934;81380432;81037848;81106900;81103322;81175669;81681294;81080697,Turkey
81131656,Meenakshi Sundareshwar,Movie,U/A 16+,2.35,"When two newlyweds must live apart due to a unique job prospect, their long-distance marriage and extended family make for both hassles and hilarity.",Sanya Malhotra (“Pagglait”) and Abhimanyu Dassani (“Mard Ko Dard Nahin Hota”) star in this eclectic comedy.,Romance,2021,2021-11-5,Charming;Quirky;Heartfelt,Sanya Malhotra;Abhimanyu Dassani,,Vivek Soni,English;Hindi - Audio Description;Hindi [Original];Tamil;Telugu,English;Hindi,Hindi-Language Movies;Romantic Comedies;Comedy Movies;Romantic Movies,81242571;81294132;80227304;81110816;70303428;81537953;81511260;81320770;81267360;81350338;81740214;81382263,India
81367507,We Couldn't Become Adults,Movie,A,2.0667,"Prodded by a friend request, a feckless forty-something recalls his past relationships from the 90s onward, looking for his vanished hopes and dreams.","Mirai Moriyama (""Rage"") stars in this melancholy examination of lost love alongside Sairi Ito (""The Naked Director"").",Drama,2021,2021-11-5,Nostalgic;Bittersweet;Romantic,Mirai Moriyama;Sairi Ito;Masahiro Higashide;Sumire;Atsushi Shinohara;Takehiro Hira;Moemi Katayama;Masanobu Takashima;LaSalle Ishii;Yuko Oshima;Masato Hagiwara,,Yoshihiro Mori,English;Japanese - Audio Description;Japanese [Original],English;Japanese,Japanese;Dramas;Romantic Movies;Movies Based on Books,81137509;81486812;81380719;81410153;81002951;81033516;81502828;81476481;81312809;81043135;81716080;81642980,Japan
81346330,Yara,Movie,U/A 13+,1.6,A determined prosecutor becomes consumed with the case of a missing 13-year-old and goes to extreme lengths to get to the truth. Based on a real case.,"Award-winning filmmaker Marco Tullio Giordana (""The Best of Youth"") directs this dark drama based on a true story.",Drama,2021,2021-11-5,Dark;Emotional,Isabella Ragonese;Alessio Boni;Thomas Trabacchi;Sandra Toffolatti;Roberto Zibetti;Mario Pirrello;Chiara Bono;Miro Landoni;Andrea Bruschi,,Marco Tullio Giordana,English;Hindi;Italian - Audio Description;Italian [Original],English;English;Italian,Italian;Crime Movies;Dramas;Thriller Movies;Movies Based on Real Life;Social Issue Dramas,81393386;70208086;81365134;81559019;80223927;80210932;81621414;81044248;81260083;81477746;81268316;81054619,Italy
81086631,Love Hard,Movie,U/A 13+,1.7667,"After meeting her perfect match on a dating app, an LA writer learns she's been catfished when she flies 3,000 miles to surprise him for Christmas.","Nina Dobrev stars opposite Jimmy O. Yang in this sweet, fizzy rom-com with Darren Barnet, James Saito and Harry Shum Jr.",Comedy,2021,2021-11-5,Charming;Feel-Good;Romantic,Nina Dobrev;Jimmy O. Yang;Darren Barnet;Matty Finochio;James Saito;Harry Shum Jr.;Mikaela Hoover;Heather McMahan;Rebecca Staab,,Hernán Jiménez,English - Audio Description;English [Original];Hindi,English,Romantic Comedies;Comedy Movies;Romantic Movies;US Movies,81034553;81076898;80202874;81627351;81416312;80184100;81045305;81275215;81076586;81095482;81019888;81241465,United States
81462293,Doctor (Telugu),Movie,U/A 16+,2.4833,"When his fiancée’s niece is kidnapped, a stoic army doctor and his motley team launch a rescue operation in which they need both wit and their wits.","This action comedy stars Sivakarthikeyan, Priyanka Mohan and Yogi Babu.",Drama,2021,2021-11-4,,Sivakarthikeyan;Vinay Rai;Priyanka Arul Mohan;Yogi Babu;Milind Soman;Ilavarasu;Raghu Ram;Rajiv Lakshman,,Nelson Dilipkumar,Telugu,English,Crime Movies;Dramas;Action & Adventure Movies,81337210;81588444;81508702;81611931;81436990;81604825;81555315;81508708;81699649;81699648;81519046;81671565,India
81450071,Amina,Movie,U/A 16+,1.75,"In 16th-century Zazzau, now Zaria, Nigeria, Amina must utilize her military skills and tactics to defend her family's kingdom. Based on a true story.","Izu Ojukwu, who swept the Africa Movie Academy Awards with his film ""Sitanda,"" directs this historical action drama with hints of fantasy.",Drama,2021,2021-11-4,Emotional,Lucy Ameh;Ali Nuhu;Clarion Chukwura;Chris Gbakann;Ibrahim Mijinyawa;Yakubu Mohammed;Habiba Ummi Mohammed;Asabe Madaki;Jenevieve Ogunjiofor;Godwin Ogaga;Emmanuel Degri;Abdul Mohammed;Victoria Nweke,,Izu Ojukwu,English - Audio Description;English [Original],English,Nollywood;Dramas;Period Pieces;Movies Based on Real Life;Action & Adventure Movies;African Movies,80218506;80044545;81229200;81571934;81392197;81300126;80993647;80067522;81681240;81478629;81630495;81721676,Africa
81519045,Doctor (Malayalam),Movie,U/A 16+,2.4833,"When his fiancée’s niece is kidnapped, a stoic army doctor and his motley team launch a rescue operation in which they need both wit and their wits.","This action comedy stars Sivakarthikeyan, Priyanka Mohan and Yogi Babu.",Drama,2021,2021-11-4,,Sivakarthikeyan;Vinay Rai;Priyanka Arul Mohan;Yogi Babu;Milind Soman;Ilavarasu;Raghu Ram;Rajiv Lakshman,,Nelson Dilipkumar,Malayalam,English,Crime Movies;Dramas;Action & Adventure Movies,81436990;81337210;81462293;81754780;81519046;81258583;81588444;81508704;81671557;81259350;81740214;81681252,India
81337210,Doctor (Tamil),Movie,U/A 16+,2.4833,"When his fiancée’s niece is kidnapped, a stoic army doctor and his motley team launch a rescue operation in which they need both wit and their wits.","This action comedy stars Sivakarthikeyan, Priyanka Mohan and Yogi Babu.",Drama,2021,2021-11-4,,Sivakarthikeyan;Vinay Rai;Priyanka Arul Mohan;Yogi Babu;Milind Soman;Ilavarasu;Raghu Ram;Rajiv Lakshman,,Nelson Dilipkumar,Tamil [Original],English,Crime Movies;Dramas;Action & Adventure Movies;Tamil-Language Movies,81462293;81588444;81508241;81016196;81091423;81072516;81436990;81642992;81508242;81427795;81671561;81644302,India
81519046,Doctor (Kannada),Movie,U/A 16+,2.4833,"When his fiancée’s niece is kidnapped, a stoic army doctor and his motley team launch a rescue operation in which they need both wit and their wits.","This action comedy stars Sivakarthikeyan, Priyanka Mohan and Yogi Babu.",Drama,2021,2021-11-4,,Sivakarthikeyan;Vinay Rai;Priyanka Arul Mohan;Yogi Babu;Milind Soman;Ilavarasu;Raghu Ram;Rajiv Lakshman,,Nelson Dilipkumar,Kannada,English,Crime Movies;Dramas;Action & Adventure Movies,81462293;81337210;81436990;81609577;81508703;81642995;81671554;81681254;81519045;81718502;81588444;81555342,India
81264650,Catching Killers,TVSeries,U/A 16+,3 Seasons,"The investigators behind infamous serial killer cases reveal the harrowing, chilling details of their extraordinary efforts in this true crime series.",,Documentary,2021,2021-11-4,Investigative;Suspenseful,,,,,,Crime TV Shows;Docuseries;US TV Shows;True Crime Documentaries,81025701;81130130;81405883;81555750;81212487;81026055;81031682;81512108;81298614;81300060;81349305;80217818,United States
70209633,Life Without Principle,Movie,U/A 16+,1.7667,The world of financial securities prompts three desperate and very different characters to risk it all in this thriller from Johnnie To.,,Drama,2011,2021-11-30,Suspenseful,Sean Lau;Richie Ren;Denise Ho;Myolie Wu;Lo Hoi-pang;So Hang Shuen;Terence Yin;Philip Keung;Felix Wong;Law Wing-cheong;Eddie Cheung;Vincent Sze,,Johnnie To,Cantonese [Original],English,Hong Kong;Crime Movies;Dramas;Chinese Movies,70001550;70080481;80997398;81552053;80174972;70060918;70033579;81473628;81050394;81689962;81714054;81618079,China
81070890,More the Merrier,Movie,A,1.85,Five interspersed stories provide a fun romp through a night of sex and possibilities in which nothing goes as planned but everyone gets what they need.,"Starring María León (""The House of Flowers""), Ana Milán (""Paquita Salas"") and Álvaro Cervantes (""The Time It Takes"").",Comedy,2021,2021-11-30,Steamy;Raunchy,Ernesto Alterio;Raúl Arévalo;Luis Callejo;Anna Castillo;Pilar Castro;Álvaro Cervantes;Carlos Cuevas;Verónica Echegui;Miki Esparbé;Ricardo Gómez;María León;Melina Matthews;Ana Milán;María Morales;Jorge Suquet;Aixa Villagrán,,Paco Caballero,English;Spanish (Spain) - Audio Description;Spanish (Spain) [Original],English;English;Spanish (Spain),Spanish;LGBTQ Movies;Comedy Movies,81578318;81580024;81248072;80171023;81004814;81306350;81176235;81230915;81092909;70256940;80095699;81445999,Spain
80134109,Back to 1989,TVSeries,U/A 13+,1 Season,"A young man who's learned nothing about his father from his single mom has a freak accident that sends him back to 1989, the year before he was born.",,Comedy,2016,2021-11-30,Nostalgic;Charming;Romantic,Marcus Chang;Ivy Shao;Mini Tsai;Yorke Sun;Ray Yang;Chang Chieh,,Ker Choon Hooi,,,Taiwanese;TV Comedies;Romantic TV Comedies;Chinese TV Shows,80111917;81020577;70303287;81137134;80109038;80108773;80188351;81346818;81087124;81442597;81185502;80111881,Taiwan
81439550,The Summit of the Gods,Movie,U/A 13+,1.5833,A photojournalist’s obsessive quest for the truth about the first expedition to Mt. Everest leads him to search for an esteemed climber who went missing.,,Drama,2021,2021-11-30,Inspiring;Exciting,Lazare Herson-Macarel;Éric Herson-Macarel;Damien Boisseau;Elisabeth Ventura;Kylian Rehlinger;François Dunoyer,,Patrick Imbert,English - Audio Description;English;French - Audio Description;French [Original];Hindi,English;English;French;French,French;Dramas;Movies Based on Books;Action & Adventure Movies,80046309;81564732;81178338;81120982;81161042;80017272;70142821;81349306;80194671;81270289;81174182;81115160,France
81030198,Don't Go Breaking My Heart,Movie,U/A 13+,1.9,"A financial analyst succumbs to a love triangle with a hard-drinking architect and a promiscuous investment bro, who soon becomes her boss.","Nominated for Best Actress at the Hong Kong Film Awards, Gao Yuanyuan starred in the Cannes Jury Prize winner ""Shanghai Dreams.""",Romance,2011,2021-11-30,Swoonworthy;Romantic,Louis Koo;Gao Yuanyuan;Daniel Wu,,Johnnie To,Cantonese [Original],English,Hong Kong;Romantic Comedies;Comedy Movies;Romantic Movies;Chinese Movies,70126809;70295741;70216819;80141156;70285697;81481125;81479739;81697985;81716080;81087124;81705641;81697983,China
81030200,SDU: Sex Duties Unit,Movie,A,1.6,Four man-children in an elite tactical unit gallivant around Macau for a weekend of debauchery that gets them in trouble with the law.,,Comedy,2013,2021-11-30,Raunchy,Chapman To;Shawn Yue;Matt Chow;Derek Tsang,,Gary Mak,Cantonese [Original],English,Hong Kong;Comedy Movies;Movies Based on Books;Chinese Movies,70026792;81036524;80171023;81070890;81230915;70057541;81580024;81205652;81092909;80127645;81578318;81050394,China
80014962,Temporary Family,Movie,U/A 16+,1.65,"Four young Hong Kong residents, each in their own bind, fall into a property speculation trap and are forced to live together in their new flat.",Hong Kong box-office powerhouses Nick Cheung and Sammi Cheng share the big screen for the first time in this rom-com.,Comedy,2014,2021-11-30,Bittersweet;Intimate,Nick Cheung;Sammi Cheng;Angelababy;Ou Hao,,Goo-Bi GC,Cantonese [Original],English,Hong Kong;Comedy Movies;Chinese Movies,81029737;81018383;70126809;70026792;70295741;81030200;70285697;70033611;81036524;81050394;70014531;81030198,China
81240756,Lead Me Home,Movie,U/A 16+,0.6667,Poignant stories of homelessness on the West Coast of the US frame this cinematic portrait of a surging humanitarian crisis.,"This documentary short is directed by Pedro Kos (“Bending the Arc”) and Jon Shenk (“Athlete A,” “Audrie & Daisy”).",Documentary,2021,2021-11-30,,,,Pedro Kos;Jon Shenk,English - Audio Description;English [Original],English,Documentaries;Social & Cultural Docs;US Movies,81089353;80192445;80118101;80988518;81350804;81034980;81251342;80226649;80106307;80177782;80199963;80210691,United States
81030199,Switch,Movie,A,1.8667,"Thieves, cops, organized criminals and rollerblading assassins fight tooth and nail around the world for a valuable ancient painting.",,Action,2013,2021-11-30,Suspenseful;Exciting,Andy Lau;Lin Chi-ling;Zhang Jingchu;Tong Dawei;Siqin Gaowa;Zhang Guangbei;Shi Tianqi,,Jianjun Sun,Mandarin [Original],English,Action & Adventure Movies;Spy Movies;Chinese Movies,81075519;70285697;80209866;81067756;81212831;81721676;81603171;70001550;80144152;70142823;80039717;70043379,China
80127645,Once a Gangster,Movie,A,1.5833,"Two former triads are tapped to run in an election for leader of the underworld, but both want normal lives. Each must outwit the other to lose.",,Comedy,2010,2021-11-30,Offbeat;Violent;Gritty,Ekin Cheng;Jordan Chan;Alex Fong;Michelle Ye;On-on Yu;Wilfred Lau;Conroy Chan,,Felix Chong,Cantonese [Original],English,Hong Kong;Comedy Movies;Action & Adventure Movies;Chinese Movies,70285697;70043379;70309225;70033643;81449999;81721676;80144152;80109145;70117354;81067756;80209866;70026792,China
70285697,Blind Detective,Movie,U/A 16+,2.15,"When a cop loses his vision, his detecting skills stay sharp. Luckily, a rookie officer recognizes his extraordinary powers of deduction.",,Comedy,2013,2021-11-30,Offbeat,Andy Lau;Sammi Cheng;Gao Yuanyuan;Guo Tao;Philip Keung;Lam Suet;Lo Hoi-pang;Tai-Lo Ma;Man-Wai Wong;Ying-Ying Yiu;Yi Zi,,Johnnie To,Cantonese [Original],English,Hong Kong;Comedy Movies;Action & Adventure Movies;Chinese Movies,70126809;80209866;81721676;80144152;70242536;70043379;70309225;81030199;70117354;81030198;80127645;81697985,China
80996345,Boundless,Movie,U/A 13+,1.5833,"A film student follows Hong Kong cinema legend Johnnie To on and off the set, as the filmmaker reflects on the industry, his career and creative process.",,Documentary,2013,2021-11-30,Nostalgic,Johnnie To,,Ferris Lin,Cantonese [Original],English,Hong Kong;Documentaries;Biographical Documentaries;Chinese Movies,80169348;81307163;81223488,China
70205125,Secret,Movie,U/A 7+,1.6833,"Enchanted by a pretty pianist and the haunting melody she plays, a musical prodigy falls in love. But a secret soon threatens to derail their romance.",,Romance,2007,2021-11-30,Romantic,Devon Song;Jun Lang Huang;Zhan Yuhao;Jay Chou;Anthony Wong Chau-sang;Gwei Lun-mei;Kai-xuan Tseng,,Jay Chou,Mandarin [Original],English,Music;Taiwanese;Dramas;Romantic Movies;Chinese Movies,81481125;80993655;81697985;80239640;81716080;81705641;81697983;81712983;70215459;81287844;81689962;80188351,Taiwan
70124651,Accident,Movie,A,1.4333,A contract killer skilled at staging lethal accidents fears he may be a victim of his own strategy when an accomplice dies in a mysterious mishap.,,Thriller,2009,2021-11-30,Psychological;Dark;Suspenseful,Louis Koo;Richie Ren;Stanley Fung Shui-fan;Michelle Ye;Lam Suet;Han Yuqin;Monica Mok,,Soi Cheang,Cantonese [Original],English,Hong Kong;Crime Movies;Thriller Movies;Mystery Movies;Chinese Movies,70117354;81415286;70001550;70309225;80209866;81651687;80144152;70080481;81449034;81010699;80216611;81210770,China
70295741,Finding Mr. Right,Movie,U/A 13+,2.0333,"A Chinese tycoon's mistress flees to Seattle to have their baby out of the tabloid spotlight, and unexpectedly falls in love with her driver.",,Comedy,2013,2021-11-30,Romantic,Tang Wei;Wu Xiubo;Hai Qing;Mai Hongmei;Elaine Jin;Liu Yiwei;Wang Qian;Li Qi Hong;Jessica Song;Monica Song,,Xiao Lu Xue,Mandarin [Original],English,Hong Kong;Romantic Comedies;Comedy Movies;Romantic Movies;Chinese Movies,70216819;80993655;70126809;81479739;80141156;81481125;81697985;81030198;81716080;81697983;81452916;81705641,China
70126809,Look for a Star,Movie,U/A 13+,1.95,"While keeping his identity secret, a real estate billionaire tries to woo an outspoken croupier who talks gamblers out of losing their money.",,Romance,2009,2021-11-30,Swoonworthy;Romantic,Andy Lau;Shu Qi;Zhang Hanyu;Denise Ho;Dominic Lam;Zhang Xinyi;John Chiang;George Lam;Rebecca Pan;Maria Cordero;Cheung Tat-ming,,Andrew Lau Wai-keung,Cantonese [Original],English,Hong Kong;Romantic Comedies;Comedy Movies;Romantic Movies;Chinese Movies,70295741;70216819;80141156;70285697;81030198;81479739;80993655;81481125;81697985;81092192;81716080;81705641,China
81028939,The Haunted House,TVSeries,U/A 7+,1 Season,"With help from a 102-year-old goblin dwelling beneath their haunted apartment building, two siblings deal with ghosts and take on spooky mysteries.",,Kids,2016,2021-11-30,Heartfelt,Cho Hyun-jung;Gim Young-eun;Kim Chae-ha,,,,,Kids' TV;Korean;TV Cartoons,81507677;80994692;81288010;80221337;80003196;80242531;81045859;80221553;80103408;81004016;80201492;80147919,South Korea
81435608,Mo Amer: Mohammed in Texas,Movie,U/A 16+,1.0667,"In his hometown of Houston, Mo Amer takes on pandemic panic, disappointing Bradley Cooper, hummus appropriation and the subtle art of cursing in Arabic.",,Comedy,2021,2021-11-30,,Mohammed Amer,,Jay Chapman,English - Audio Description;English [Original],English,Stand-Up Comedy,80239503;81134264;80179433;81228515;80198208;81228510;80170187;80115464;81045453;80134969;81152775;80239932,
70216819,A Beautiful Life,Movie,U/A 13+,2.0333,"After meeting under awkward circumstances, a glamorous businesswoman and a tradition-bound policeman begin a relationship that changes their lives.",,Drama,2011,2021-11-30,Sentimental;Bittersweet;Emotional,Shu Qi;Liu Ye;Anthony Wong Chau-sang;Liang Tian;Danying Feng;Rina Sa;Zhang Songwen;Tian Gao;Andrew Lin,,Andrew Lau Wai-keung,Mandarin [Original],English,Dramas;Romantic Movies;Chinese Movies,81481125;81479739;70295741;80141156;81604901;81594918;80993655;81310261;81580045;70126809;81705641;81165326,China
81092697,Lords of Scam,Movie,U/A 13+,1.75,This documentary traces the rise and crash of scammers who conned the EU carbon quota system and pocketed millions before turning on one another.,,Documentary,2021,2021-11-3,,,,Guillaume Nicloux,English;French - Audio Description;French [Original],English;English;French,French;Documentaries;Business Documentaries;Crime Movies;True Crime Documentaries,81512109;81227167;81466159;81248392;81254340;81349029;81507283;70139555;81424332;81404807;81345769;80118100,France
81077494,The Harder They Fall,Movie,U/A 16+,2.3167,"Gunning for revenge, outlaw Nat Love saddles up with his gang to take down enemy Rufus Buck, a ruthless crime boss who just got sprung from prison.","Jonathan Majors, Idris Elba, Regina King, Zazie Beetz, LaKeith Stanfield and Delroy Lindo lead Jeymes Samuel's epic Western.",Western,2021,2021-11-3,Provocative;Witty,Jonathan Majors;Idris Elba;Regina King;Zazie Beetz;Delroy Lindo;LaKeith Stanfield;Danielle Deadwyler;Edi Gathegi;Deon Cole;RJ Cyler;Damon Wayans Jr.;Julio Cesar Cedillo;Woody McClain,,Jeymes Samuel,English - Audio Description;English [Original];Hindi,English,Crime Movies;Dramas;Westerns;Action & Adventure Movies;US Movies,80200571;80097141;81210670;80200267;80039517;81127997;877351;81368729;80127990;81446739;81045635;81721676,United States
81464765,14 Peaks: Nothing Is Impossible,Movie,U/A 13+,1.6833,"Fearless Nepali mountaineer Nimsdai Purja embarks on a seemingly impossible quest to summit all 14 of the world’s 8,000-meter peaks in seven months.",,Documentary,2021,2021-11-29,Adrenaline Rush;Inspiring;Exciting,,,Torquil Jones,English - Audio Description;English [Original];Hindi,English,Documentaries;Sports Movies;Sports & Fitness;Travel & Adventure Documentaries;Action & Adventure Movies;Biographical Documentaries;US Movies,81397884;81500204;81517219;81410405;81306195;81457001;81630917;81346975;81588296;81399204;81082317;81272421,United States
81152779,Elves,TVSeries,U/A 16+,1 Season,A Christmas vacation turns into a nightmare for a teenager and her family when they discover an ancient menace that stalks their island getaway.,,Fantasy,2021,2021-11-28,Chilling;Ominous;Exciting,Sonja Sofie Engberg Steen;Milo Campanale;Vivelill Søgaard Holm;Lila Nobel;Peder Thomas Pedersen;Ann Eleonora Jørgensen;Rasmus Hammerich;Lukas Løkken,Stefan Jaworski,,,,Danish;Teen TV Shows;Scandinavian TV Shows;Horror TV Serials;Fantasy TV Shows,81019792;80992263;81029733;81245455;81068755;80148535;80195378;81037850;81220825;81221380;80238357;80222802,Scandinavia
81517242,The Land,Movie,A,1.7,Poles from different walks of life encounter seemingly everyday events that succeed in pushing them over the edge.,,Comedy,2021,2021-11-27,Absurd;Goofy,Krzysztof Stroiński;Remigusz Jankowski;Tomasz Włosok;Tomasz Schimscheiner;Marian Dziędziel;Viola Arlak;Joanna Niemirska;Sebastian Dziubiel;Daria Polasik-Bułka;Kazik Mazur;Adam Bobik;Bartłomiej Nowosielski,,Veronica Andersson;Filip Hillesland;Mateusz Motyka;Maciej Ślesicki,Polish [Original],English;Polish,Polish;Anthology Films;Comedy Movies,81664300;81565223;81338273;81553471;81230915;81485781;81664258;80090726;70228042;81570889;81232964;81205993,Poland
81040563,Dig Deeper: The Disappearance of Birgit Meier,TVSeries,A,1 Season,"After Birgit Meier vanishes in 1989, police missteps plague the case for years. But her brother never wavers in his tireless quest to find the truth.",,Documentary,2021,2021-11-26,Investigative;Suspenseful,,,,,,German;Historical Documentaries;Biographical Documentaries;Crime TV Shows;Docuseries;True Crime Documentaries,81043160;81168281;81306172;80194956;80213588;81405883;81212487;81026055;81671836;81264650;81506051;81555750,Germany
81026181,A Castle For Christmas,Movie,U/A 7+,1.65,"To escape a scandal, a bestselling author journeys to Scotland, where she falls in love with a castle — and faces off with the grumpy duke who owns it.","Brooke Shields and Cary Elwes (""The Princess Bride"") cozy up in Scotland in this comfier-than-a-soft-wool-tartan romance.",Romance,2021,2021-11-26,Charming;Heartfelt;Feel-Good,Brooke Shields;Cary Elwes;Lee Ross;Andi Osho;Tina Gray;Eilidh Loan;Stephen Oswald;Vanessa Grasse;Desiree Burch,,Mary Lambert,English - Audio Description;English [Original];Hindi,English,Romantic Comedies;Comedy Movies;Romantic Movies;US Movies,81416312;80177441;81045305;80160759;81304917;81344378;81609503;80231468;81609502;81609506;81026188;80242926,United States
81313522,Angèle,Movie,A,1.4,"Belgian pop star Angèle reflects on her life and hopes as she finds balance amid the tears, joys and loneliness of fame. Told through her own words.",,Documentary,2021,2021-11-26,Inspiring;Intimate,Angèle,,Brice VDH;Sébastien Rensonnet,French - Audio Description;French [Original],English;English;French,Music;French;Documentaries;LGBTQ Movies;Biographical Documentaries,81106901;81031929;81285390;81028336;81238721;81013626;80196586;81029777;81177110;81644798;81254437;81663413,France
81207686,School of Chocolate,TVSeries,U/A 7+,1 Season,Eight pros study the art of chocolate under the tutelage of a famed chocolatier. But only one will be best in class and win the chance of a lifetime.,Pastry chef Amaury Guichon mentors professionals hoping to take their work to the next level in a high-stakes contest.,Reality TV,2021,2021-11-26,Feel-Good,,,,,,Food & Travel TV;Competition Reality TV;Reality TV;US TV Shows,81218438;81152744;81437299;81507383;81333845;81307101;80201328;81258641;81406124;81032737;81161673;81224668,United States
81477952,Light the Night,TVSeries,U/A 16+,3 Seasons,"In the red light district of 1980s Taipei, women at a popular Japanese night club navigate jealousy, heartbreak, friendship and love.",,Drama,2021,2021-11-26,Nostalgic;Bittersweet;Dark,Ruby Lin;Tony Yang;Cheryl Yang;Rhydian Vaughan;Derek Chang;Esther Liu;Cherry Hsieh;Nikki Hsieh;Puff Kuo;Cammy Chiang;Hu Wei-jie;Nash Zhang,,Lien Yi-chi,,,TV Dramas;Taiwanese;TV Mysteries;Crime TV Shows;TV Thrillers;Chinese TV Shows,81461539;81227121;81310261;81442597;81604901;81210770;81090386;81701115;81628920;81651687;81481125;81608592,Taiwan
81276519,Spoiled Brats,Movie,U/A 16+,1.5833,Three spoiled siblings are forced to earn their livings after their wealthy and well-meaning father pretends he's lost everything to teach them a lesson.,,Comedy,2021,2021-11-26,Quirky;Heartfelt;Feel-Good,Gérard Jugnot;Camille Lou;Artus;Louka Meliava;Tom Leeb;François Morel;Joffrey Verbruggen,,Nicolas Cuche,French - Audio Description;French [Original],English;English;French,French;Comedy Movies,81215172;81111925;81416977;81004099;81597242;81282091;81306350;81221835;81175173;81446739;81031939;81253859,France
81034907,Super Crooks,TVSeries,A,1 Season,Johnny Bolt recruits a group of ragtag supervillains for one last heist. Their target: A ruthless super-powered crime boss. What can go wrong?,"Dai Sato (""Cowboy Bebop"") helms the script for this adaptation of the graphic novel series by Mark Millar (""Kick-Ass"").",Anime,2021,2021-11-25,Exciting,Kenjiro Tsuda;Maaya Sakamoto;Hiroshi Yanaka;Yasushi Kimura;Pierre Taki;Junichi Suwabe;Hisao Egawa;Eiji Takemoto;Tetsu Inada;Subaru Kimura;Wataru Hatano;KENN,,,,,Sci-Fi & Fantasy Anime;Action Anime;Japanese;Anime Series,81220435;80991903;80217066;80244953;81054853;80001305;81050064;80195357;80990863;81249833;80097594;81306319,Japan
81427795,Annaatthe,Movie,U/A 16+,2.6833,"A local leader and his younger sister are inseparable, but as they begin to plan for her wedding, arising complications threaten to rupture their bond.",Padma Vibhushan and Dadasaheb Phalke Award recipient Rajinikanth headlines this family entertainer.,Drama,2021,2021-11-24,Emotional,Rajnikanth;Keerthy Suresh;Nayanthara;Jagapathi Babu;Khushbu Sundar;Meena;Prakash Raj;Soori,,Siva,Tamil [Original],English;Hindi,Dramas;Action & Adventure Movies;Tamil-Language Movies,81509795;81091423;81508242;81508241;81337210;81016196;27752030;81509796;81072516;81644302;80190101;81588444,India
81132961,True Story,TVSeries,A,1 Season,A world-famous comedian desperately searches for a way out after a night in Philadelphia with his brother threatens to sabotage more than his success.,"Kevin Hart and Wesley Snipes star in this twisty crime thriller executive produced by Hart and Eric Newman (""Narcos"").",Drama,2021,2021-11-24,Provocative;Offbeat;Dark,Kevin Hart;Wesley Snipes;Tawny Newsome;Theo Rossi;Will Catlett;Paul Adelstein;Ash Santos;John Ales;Chris Diamantopoulos;Lauren London;Billy Zane,Eric Newman,,,,TV Dramas;Crime TV Shows;US TV Shows;TV Thrillers,81435227;80200549;80205626;81045829;80991754;80177416;81078819;80153467;80114855;81175433;81015514;81133447,United States
81495763,Newton's Cradle,TVSeries,U/A 16+,1 Season,"Seeking US naturalization, a couple decides to have their firstborn in America, a risky venture packed with grave consequences on their marriage.",,Drama,2021,2021-11-24,Emotional,Mona Zaki;Mohamed Mamdouh;Mohamed Farraag;Sayed Ragab;Aïcha Ben Ahmed;Mayan El Sayed;Adam El Sharkawy;Osama Elhady;Aly Kassem;Mohamed Al-Tagy;Shadia Abdul Hamid;Magdy Al Sebaei,,,,,TV Dramas;Middle Eastern TV Shows;Egyptian;Social Issue TV Dramas,81617755;81198299;81585960;81585961;81587052;80082659;81612982;81517356;81665937;81585965;81489151;81613815,Egypt
81058433,Robin Robin,Movie,U,0.5333,An optimistic young robin raised by a family of mice makes a heartfelt wish on a Christmas star. Will she finally learn who she is — and how to fly?,"Gillian Anderson, Richard E. Grant and Adeel Akhtar lend their voices to this delightfully merry stop-motion short film.",Kids,2021,2021-11-24,Heartfelt;Feel-Good,Bronte Carmichael;Richard E. Grant;Gillian Anderson;Adeel Akhtar;Amira Macey-Michael;Tom Pegler;Endeavour Clutterbuck;Megan Harris,,Dan Ojari;Mikey Please,English - Audio Description;English [Original];Hindi,English;English;English,Family Features;Children & Family Movies;British;Kids Music;Musicals,81193166;81050165;80183187;80230507;81028225;80195962;80996790;81029733;81662920;80178603;81381727;81487903,United Kingdom
81029733,A Boy Called Christmas,Movie,U/A 7+,1.7667,Determined young Nikolas meets his destiny in a magical land inhabited by elves on a quest to find his father — and bring home the gift of hope.,"A spirited Santa Claus origin story with action, humor and heart featuring Kristen Wiig, Michiel Huisman and Maggie Smith.",Kids,2021,2021-11-24,Heartfelt;Feel-Good,Henry Lawfull;Toby Jones;Sally Hawkins;Kristen Wiig;Michiel Huisman;Zoe Colletti;Jim Broadbent;Stephen Merchant;Joel Fry;Rune Temte;Maggie Smith,,Gil Kenan,English - Audio Description;English [Original];Hindi,English,Family Features;Children & Family Movies;British;Movies Based on Books,80199682;81220825;81316603;80988988;80183187;81023618;81028225;80232043;70021648;80992263;70039180;81427442,United Kingdom
